feature,feature_index,train_mean,train_std,nonfinite_rate,zero_rate,train_min,train_p01,train_median,train_p99,train_max,max_abs,train_outlier_rate,valid_outlier_rate,test_outlier_rate,valid_mean_shift_sd,test_mean_shift_sd,valid_psi,test_psi,max_abs_mean_shift,max_psi
num_81,81,-1.4853367967180538e-11,0.9999574993444513,0.0,0.0,-66.9583969116211,-2.2614722228050232,-0.04210794158279896,3.2629440379142727,79.29654693603516,79.29654693603516,0.10468888888888889,0.11823045267489712,0.10043333333333333,0.08786307840845878,0.10876917370528642,0.01141637079618388,0.022939583843629596,0.10876917370528642,0.022939583843629596
num_82,82,-1.5018205949848755e-10,0.9999202583345692,0.0,0.0,-82.57896423339844,-1.88827086687088,-0.06509753316640854,3.2176630377769415,159.35220336914062,159.35220336914062,0.12033333333333333,0.07676268861454047,0.05644444444444444,-0.04673594462739793,-0.03728292219746881,0.030153948239114624,0.0845821718093031,0.04673594462739793,0.0845821718093031
num_83,83,6.1859148152793586e-12,0.9999433724162179,0.0,0.0,-68.04651641845703,-2.3000387930870057,-0.03062865510582924,3.3666863965988054,117.16349792480469,117.16349792480469,0.11772222222222223,0.06279835390946502,0.04395555555555555,-0.004486812363395076,0.0006791855110338978,0.051684529040158106,0.1594271094052677,0.004486812363395076,0.1594271094052677
num_84,84,4.3838606153700787e-10,0.9999999893075908,0.0,0.0,-0.6388352513313293,-0.5674373519420624,-0.25131358206272125,3.9998603463172833,18.500919342041016,18.500919342041016,0.08937777777777778,0.09337448559670782,0.10437777777777778,0.008609200764284234,0.023030642198255107,0.005693615314306198,0.008229877442293126,0.023030642198255107,0.008229877442293126
num_85,85,-1.3535300742413137e-10,0.9999999196891778,0.0,0.0,-12.881887435913086,-2.287189636230469,-0.11748667806386948,3.5551759767532207,12.359073638916016,12.881887435913086,0.09642222222222223,0.11333333333333333,0.12494444444444444,0.026509322094084586,-0.019623145939938955,0.01572102917339137,0.01827748588686596,0.026509322094084586,0.01827748588686596
num_86,86,-4.162655580177682e-11,0.9999999952645775,0.0,0.0,-0.5710349678993225,-0.448480843603611,-0.196176178753376,2.737627568244933,30.136938095092773,30.136938095092773,0.08384444444444444,0.12714677640603567,0.12117777777777777,0.10736951043393766,0.09284148781611742,0.08468402852267094,0.055013844079554106,0.10736951043393766,0.08468402852267094
num_87,87,-1.4939223924259167e-10,0.9999999020570018,0.0,0.0,-15.310296058654785,-2.0112199997901916,-0.1170685887336731,3.2672813177108657,14.606051445007324,15.310296058654785,0.06478888888888888,0.09112482853223594,0.08226666666666667,0.030214460395788532,-0.022585760681991068,0.028987139719961093,0.01659238560243724,0.030214460395788532,0.028987139719961093
num_88,88,5.817194672688584e-10,0.9999994309024091,0.0,0.0,-4.466757297515869,-2.2352560353279114,0.005900245858356357,2.480321395397182,6.462791919708252,6.462791919708252,0.008088888888888889,0.017585733882030177,0.017477777777777776,0.09276938903302227,0.08572254573619888,0.0359347634078661,0.04823517001262363,0.09276938903302227,0.04823517001262363
num_89,89,-9.785235802775154e-11,0.9999996176252989,0.0,0.0,-3.388788938522339,-2.1636033725738524,-0.007880267221480608,2.364147560596466,4.256266117095947,4.256266117095947,0.0061333333333333335,0.011810699588477367,0.01108888888888889,-0.019088234713348376,-0.005363437153116873,0.016709638276286486,0.027745452535305234,0.019088234713348376,0.027745452535305234
num_90,90,1.3077761536271837e-09,0.9999995528653645,0.0,0.0,-4.353436470031738,-2.14939414024353,0.04211984574794769,2.0179653167724605,2.630356788635254,4.353436470031738,0.0003111111111111111,0.00027434842249657066,0.00011111111111111112,0.2921052027852594,0.28978148969887707,0.10363924539366806,0.0978942485043105,0.2921052027852594,0.10363924539366806
num_91,91,-1.2474948192457984e-09,0.9999996404497282,0.0,0.0,-4.481368064880371,-2.320225558280945,0.027311906218528748,1.946957412958144,2.3774683475494385,4.481368064880371,0.0013111111111111112,0.0006035665294924555,0.0006222222222222223,0.285092208334142,0.29231782038757265,0.10077519752384709,0.10442120845313815,0.29231782038757265,0.10442120845313815
num_92,92,1.4090307064716158e-10,0.9999996655007971,0.0,0.0,-3.484389066696167,-2.0265596961975096,0.0035375634906813502,2.096602597236633,3.2051374912261963,3.484389066696167,0.0007777777777777777,0.0013305898491083677,0.0017333333333333333,0.02564462384979508,0.01749704406157206,0.043362890776580704,0.04682310301379282,0.02564462384979508,0.04682310301379282
num_93,93,1.703158486150468e-10,0.9999997600138409,0.0,0.0,-2.5429677963256836,-1.9951140975952149,0.03405357152223587,1.8668178176879873,2.256031036376953,2.5429677963256836,0.0,0.0,0.0,-0.024762756637322456,-0.027669261859080318,0.060229507404790494,0.06319071409452602,0.027669261859080318,0.06319071409452602
num_94,94,-2.3209599506416355e-09,0.9999999995593318,0.0,0.0,-0.645611047744751,-0.645611047744751,-0.24195121228694916,5.4092864990234375,8.198208808898926,8.198208808898926,0.06254444444444444,0.05278463648834019,0.056133333333333334,-0.07089898650402662,-0.08299728521977812,0.078414080078089,0.11348072257216472,0.08299728521977812,0.11348072257216472
num_95,95,-1.0043537128460418e-09,0.999999989300517,0.0,0.0,-0.7382752895355225,-0.7382752895355225,-0.32110267877578735,3.5093002319335938,8.401597023010254,8.401597023010254,0.05915555555555556,0.07415637860082304,0.0840111111111111,-0.046375637711109356,0.014170838959125263,0.03877169674332537,0.08575984269312316,0.046375637711109356,0.08575984269312316
num_96,96,-1.1590163601190132e-10,0.999995988577996,0.0,0.0,-17.482755661010742,-2.6829667043685914,-0.06104210577905178,3.4936641335487213,75.61548614501953,75.61548614501953,0.0665,0.0835116598079561,0.06286666666666667,0.011193606602683624,-0.014374474673737805,0.025206076436999555,0.023178281011164995,0.014374474673737805,0.025206076436999555
num_97,97,-3.8128728165198956e-10,0.999996245925605,0.0,0.0,-9.476909637451172,-1.9364649295806884,-0.13518135249614716,3.8503257560729924,72.68999481201172,72.68999481201172,0.06292222222222223,0.0833196159122085,0.06227777777777778,0.020636842925787383,-0.020146246725711955,0.025114851704642692,0.016224259922729113,0.020636842925787383,0.025114851704642692
num_98,98,2.1844558220675855e-10,0.9999961475971398,0.0,0.0,-25.597204208374023,-3.2583556008338928,0.10719174519181252,2.524250037670135,70.51211547851562,70.51211547851562,0.065,0.08628257887517146,0.06445555555555556,0.00029191935704362554,-0.006355002999565665,0.01988349393385646,0.013407497834825895,0.006355002999565665,0.01988349393385646
